City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Zambezi,ZM,-13.5432,23.1047,77.16,59,77,8.86,broken clouds
454,Adrar,MR,20.5022,-10.0711,59.31,45,53,14.85,broken clouds
455,Gori,GE,41.9842,44.1158,49.57,56,86,1.41,overcast clouds
456,Cefalu,IT,38.0386,14.0229,58.1,69,100,10.54,overcast clouds
457,Razole,IN,16.4833,81.8333,80.89,68,100,11.79,moderate rain
458,Zverinogolovskoye,RU,54.4586,64.8542,18.88,76,8,10.51,clear sky
459,Fiumicino,IT,41.7675,12.2291,55.38,67,40,13.8,scattered clouds
460,Puerto Penasco,MX,31.3167,-113.5333,69.39,38,0,6.17,clear sky
461,Jalu,LY,29.0331,21.5482,75.88,29,100,8.59,overcast clouds
462,Havoysund,NO,70.9963,24.6622,16.68,86,39,16.37,scattered clouds
463,Huadian,CN,42.9633,126.7478,33.82,76,100,0.89,overcast clouds
464,Moore,US,35.3395,-97.4867,46.56,51,20,8.05,few clouds
465,Kempele,FI,64.9131,25.5034,3.22,85,0,9.22,clear sky
466,Ust-Omchug,RU,61.15,149.6333,-9.99,77,100,1.57,overcast clouds
467,Ust-Nera,RU,64.5667,143.2,-14.1,98,100,5.12,overcast clouds
468,Lazaro Cardenas,MX,17.9583,-102.2,72.91,83,15,3.78,few clouds
469,Karpathos,GR,35.507,27.2132,69.76,73,20,11.5,few clouds
470,Tarabuco,BO,-19.1667,-64.9167,51.75,75,8,5.7,clear sky
471,Bonavista,CA,48.6499,-53.1147,46.13,82,57,20.07,broken clouds
472,Sutton In Ashfield,GB,53.1254,-1.2614,30.29,68,11,9.44,few clouds
473,Naze,JP,28.3667,129.4833,63.46,63,100,19.04,light rain
474,Onega,RU,63.9061,38.1404,10.71,95,100,4.38,overcast clouds
475,Alofi,NU,-19.0595,-169.9187,79.68,77,78,21.34,broken clouds
476,Kirakira,SB,-10.4544,161.9205,81.95,79,100,4.09,overcast clouds
477,Pleasanton,US,37.6624,-121.8747,52.48,81,1,0.0,clear sky
478,Key Largo,US,25.0865,-80.4473,59.0,72,41,8.52,scattered clouds
479,Serebryansk,KZ,49.6925,83.2892,31.55,85,20,5.95,few clouds
480,Katobu,ID,-4.9408,122.5276,85.32,72,65,4.74,very heavy rain
481,Kralendijk,BQ,12.15,-68.2667,76.98,83,20,5.75,few clouds
482,Salvador,SV,13.8333,-88.9167,70.2,91,9,3.76,clear sky
483,Pocone,BR,-16.2567,-56.6228,75.96,82,99,4.68,overcast clouds
484,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.1,95,100,1.43,overcast clouds
485,Amfissa,GR,38.525,22.3731,56.55,83,60,7.63,broken clouds
486,Visby,SE,57.6409,18.296,32.22,100,90,12.66,light snow
487,Zhaotong,CN,27.3167,103.7167,52.93,68,84,1.36,broken clouds
488,Sechura,PE,-5.5569,-80.8222,65.53,82,100,8.32,overcast clouds
489,Bahar,IR,34.9072,48.4414,51.35,32,100,2.86,overcast clouds
490,Leirvik,NO,59.7798,5.5005,26.71,62,5,6.67,clear sky
491,Skjervoy,NO,70.0311,20.9714,19.81,77,16,18.97,few clouds
492,Nome,US,64.5011,-165.4064,-18.33,69,1,4.61,clear sky
493,Staroutkinsk,RU,57.2302,59.3348,21.34,72,80,7.85,broken clouds
494,Gizeh,EG,30.0081,31.2109,76.44,20,7,5.12,clear sky
495,Chake Chake,TZ,-5.2459,39.7666,84.47,66,69,4.23,light rain
496,Kuliyapitiya,LK,7.4688,80.0401,82.08,63,88,3.62,overcast clouds
497,Breves,BR,-1.6822,-50.4803,73.02,98,33,3.56,scattered clouds
498,Jertih,MY,5.7336,102.4897,77.2,94,100,4.7,heavy intensity rain
499,Bageshwar,IN,29.85,79.7667,68.52,41,0,2.21,clear sky
500,Artyom,AZ,40.4723,50.333,53.74,82,83,10.69,broken clouds
501,Lahat,ID,-3.8,103.5333,86.41,53,100,3.27,overcast clouds
502,Maarianhamina,AX,60.0973,19.9348,24.66,80,0,11.5,clear sky
503,Stromness,GB,58.965,-3.296,33.76,65,99,20.98,light rain
504,Poiares,PT,40.2103,-8.2575,35.76,90,2,1.7,clear sky
505,Guanica,PR,17.9716,-66.908,74.21,82,6,3.56,clear sky
506,Liepaja,LV,56.5419,21.0367,32.05,93,90,5.75,light snow
507,Malartic,CA,48.1335,-78.1328,3.31,99,84,2.33,broken clouds
508,Rio Grande,BR,-32.035,-52.0986,68.77,95,100,5.86,overcast clouds
509,Nizwa,OM,22.9333,57.5333,82.4,21,0,3.78,clear sky
510,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,100,90,14.97,snow
511,Kangaatsiaq,GL,68.3065,-53.4641,24.26,74,100,12.71,overcast clouds
512,Muromtsevo,RU,56.3724,75.2418,21.69,94,99,8.88,overcast clouds
513,Montrose,US,38.4166,-108.2673,32.34,55,0,0.96,clear sky
514,Paamiut,GL,61.994,-49.6678,37.49,94,100,16.49,light rain
515,Synya,RU,65.3718,58.0387,-5.49,100,98,2.28,overcast clouds
516,Suarez,CO,2.954,-76.6964,64.72,96,75,1.36,broken clouds
517,Zyryanka,RU,65.75,150.85,-40.99,100,52,3.11,broken clouds
518,Riyadh,SA,24.6877,46.7219,69.94,28,0,9.22,clear sky
519,Preobrazheniye,RU,42.9019,133.9064,40.42,48,12,10.67,few clouds
520,Bambanglipuro,ID,-7.95,110.2833,78.66,83,100,5.01,overcast clouds
521,Emerald,AU,-23.5333,148.1667,89.11,42,35,16.28,scattered clouds
522,Puurmani,EE,58.5738,26.2878,26.82,96,100,6.42,light snow
523,Alugan,PH,12.2188,125.4808,81.7,83,100,10.98,overcast clouds
524,La Plata,AR,-34.9215,-57.9545,71.37,87,100,8.95,light rain
525,Carauari,BR,-4.8828,-66.8958,72.66,98,93,2.13,overcast clouds
526,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,15.8,88,93,9.46,overcast clouds
527,Ambon,ID,-3.6954,128.1814,86.14,74,20,4.61,few clouds
528,Wuwei,CN,37.9281,102.6414,36.45,29,84,11.32,broken clouds
529,Ler,SS,8.3018,30.1418,89.87,28,64,3.58,broken clouds
530,Venice,US,27.0998,-82.4543,53.62,76,1,5.75,clear sky
531,Ugoofaaru,MV,5.6667,73.0,81.05,78,100,14.83,overcast clouds
532,San Luis,AR,-33.295,-66.3356,55.74,83,100,4.7,overcast clouds
533,Hervey Bay,AU,-25.2986,152.8535,75.31,85,69,19.53,broken clouds
534,Half Moon Bay,US,37.4636,-122.4286,53.46,85,20,4.61,mist
535,Fukue,JP,32.6881,128.8419,56.57,43,0,5.79,clear sky
536,Atlantic City,US,39.3643,-74.4229,39.24,75,90,4.61,overcast clouds
537,Auki,SB,-8.7676,160.7034,81.18,83,100,5.19,moderate rain
538,Nerchinskiy Zavod,RU,51.3088,119.61,16.23,88,100,4.21,overcast clouds
539,Mount Isa,AU,-20.7333,139.5,94.77,16,0,6.91,clear sky
540,Vigia Del Fuerte,CO,6.5789,-76.8863,71.96,99,46,0.72,scattered clouds
541,Hue,VN,16.4667,107.6,73.51,94,75,6.91,broken clouds
542,Yuncheng,CN,35.0231,110.9928,55.11,41,1,1.61,clear sky
543,Bethanien,NA,-26.502,17.1583,66.81,28,5,5.93,clear sky
544,Sisimiut,GL,66.9395,-53.6735,26.89,94,100,10.27,snow
545,Porto Nacional,BR,-10.7081,-48.4172,75.2,94,31,3.06,scattered clouds
546,Balikpapan,ID,-1.2675,116.8289,81.59,83,20,11.5,light rain
547,Mapiripan,CO,2.8892,-72.1256,73.31,94,93,3.31,overcast clouds
548,Qidong,CN,31.8128,121.6561,61.23,66,76,12.82,broken clouds
549,Inuvik,CA,68.3499,-133.7218,-8.36,95,100,16.15,overcast clouds
550,Voskresenskoye,RU,56.8381,45.4317,33.49,98,100,10.27,overcast clouds
551,Ileza,RU,61.0533,43.9002,30.79,98,100,6.08,light snow
552,Igrim,RU,63.1906,64.4162,4.05,93,100,2.75,overcast clouds
553,Jiangyou,CN,31.7667,104.7167,58.17,60,77,5.75,broken clouds
554,Moose Factory,CA,51.2585,-80.6094,14.0,85,53,1.14,broken clouds
555,Grand Gaube,MU,-20.0064,57.6608,84.6,64,1,7.99,clear sky
556,Manado,ID,1.487,124.8455,83.17,83,40,3.44,thunderstorm
557,Nipawin,CA,53.3668,-104.0009,6.84,85,90,9.22,overcast clouds
558,Kargopol,RU,61.5071,38.9456,17.82,94,100,10.47,light snow
559,Pemberton,CA,50.3164,-122.8027,37.26,100,100,4.61,overcast clouds
560,Benavente,ES,42.0025,-5.6783,33.91,74,76,10.4,broken clouds
561,Mandiana,GN,10.6333,-8.6833,73.06,46,89,3.36,overcast clouds
562,Baglung,NP,28.2719,83.5898,68.36,43,2,5.84,clear sky
563,Charcas,MX,23.1333,-101.1167,54.99,75,36,1.1,scattered clouds
564,Hurricane,US,37.1753,-113.2899,45.07,29,0,7.49,clear sky
565,Ruteng,ID,-8.6136,120.4721,70.52,79,100,1.45,heavy intensity rain
566,Mariakani,KE,-3.8633,39.4736,82.49,52,40,4.23,scattered clouds
567,Peno,RU,56.9262,32.7426,32.54,96,100,8.93,overcast clouds
568,Estevan,CA,49.1334,-102.9842,25.14,86,90,6.91,overcast clouds
569,Sao Borja,BR,-28.6606,-56.0044,66.88,80,84,9.06,broken clouds
570,Bullhead City,US,35.1478,-114.5683,57.81,18,1,0.0,clear sky
571,Labuan,MY,5.2767,115.2417,86.16,71,98,4.85,overcast clouds
572,Altamont,US,42.2068,-121.7372,33.64,86,20,0.0,few clouds
573,Babushkin,RU,51.7122,105.8647,23.36,57,24,6.33,few clouds
574,Turka,UA,49.1541,23.0297,37.56,97,100,5.61,light rain
575,Karaman,TR,37.0833,33.25,50.54,63,1,22.62,clear sky
576,Cap Malheureux,MU,-19.9842,57.6142,84.69,65,0,8.48,clear sky
577,Bajil,YE,15.0584,43.2851,85.53,52,0,2.44,clear sky
578,Tileagd,RO,47.0667,22.2,45.95,96,100,5.66,overcast clouds
579,Mutoko,ZW,-17.397,32.2268,70.43,52,9,3.69,clear sky
580,Morant Bay,JM,17.8815,-76.4093,75.78,78,48,9.26,scattered clouds
581,Polyarnyye Zori,RU,67.3661,32.4981,-0.85,100,71,2.24,broken clouds
582,Harper,LR,4.375,-7.7169,78.82,85,61,6.91,light rain
583,Mucurici,BR,-18.0933,-40.5158,66.54,95,82,5.64,broken clouds
584,Bathsheba,BB,13.2167,-59.5167,79.41,83,20,13.8,few clouds
585,Lindi,TZ,-10.0,39.7167,89.73,42,83,9.13,broken clouds
586,Poya,NC,-21.35,165.15,81.55,70,90,11.07,light rain
587,Macamic,CA,48.7502,-78.9996,4.15,100,99,3.02,overcast clouds
588,Escarcega,MX,18.6089,-90.7454,65.46,92,36,2.46,scattered clouds
589,Palencia,ES,42.4167,-4.5,28.99,86,44,7.11,scattered clouds
590,Meadow Lake,US,34.8014,-106.5436,47.68,35,0,5.82,clear sky
591,Nizamabad,IN,18.6667,78.1167,79.52,39,21,8.72,few clouds
592,Rio Gallegos,AR,-51.6226,-69.2181,51.19,42,100,11.18,overcast clouds
593,Praxedis Guerrero,MX,31.3667,-106.0167,45.99,55,0,3.13,clear sky
594,Venado Tuerto,AR,-33.7456,-61.9688,61.36,97,100,1.57,overcast clouds
595,Chunskiy,RU,56.0815,99.6342,23.02,94,100,8.52,snow
596,Slave Lake,CA,55.2834,-114.769,28.67,88,100,8.86,overcast clouds
597,Dunedin,NZ,-45.8742,170.5036,56.3,85,4,11.01,clear sky
598,Dauphin,CA,51.1494,-100.0502,14.2,89,24,9.13,few clouds
599,Russell,US,32.3502,-85.1999,49.23,75,20,3.44,few clouds
600,Myaundzha,RU,63.0494,147.1858,-5.98,99,100,4.14,light snow
601,Vangaindrano,MG,-23.35,47.6,73.31,55,92,8.81,overcast clouds
602,Clonakilty,IE,51.6231,-8.8706,38.41,92,100,5.57,light rain
603,Gigmoto,PH,13.7796,124.39,80.65,86,91,10.16,overcast clouds
604,Praia,CV,14.9215,-23.5087,75.74,69,40,20.71,scattered clouds
605,Kiruna,SE,67.8557,20.2251,-15.68,84,20,3.44,few clouds
606,Cascais,PT,38.6979,-9.4215,47.55,69,8,18.19,clear sky
607,Olinda,BR,-8.0089,-34.8553,80.33,83,75,5.75,broken clouds
608,Payson,US,40.0444,-111.7321,35.31,86,1,0.0,clear sky
609,Nisia Floresta,BR,-6.0911,-35.2086,76.01,76,99,6.04,overcast clouds
610,Tromso,NO,69.6496,18.957,19.42,63,0,18.41,clear sky
611,Valdemarpils,LV,57.3707,22.5919,29.62,97,100,6.08,light snow
612,Micheweni,TZ,-4.9667,39.8333,83.57,70,82,4.56,light rain
613,Nagod,IN,24.5667,80.6,78.73,25,68,6.55,broken clouds
614,Lamu,KE,-2.2717,40.902,88.02,65,21,2.42,few clouds
615,Morehead,US,37.2711,-87.1764,42.55,52,1,0.0,clear sky
616,Akhisar,TR,38.9185,27.8401,62.22,76,5,8.93,clear sky
617,Lithakia,GR,37.7167,20.8333,63.82,64,89,16.46,overcast clouds
618,Parral,MX,26.9333,-105.6667,48.0,63,100,2.17,overcast clouds
619,Havelock,US,34.8791,-76.9013,39.18,53,100,6.11,overcast clouds
620,Buala,SB,-8.145,159.5921,83.19,74,69,5.21,light rain
621,Beni Suef,EG,29.0731,31.0979,76.98,21,4,1.61,clear sky
622,Daru,PG,-9.0763,143.2092,85.24,68,26,5.99,scattered clouds
623,Abu Dhabi,AE,24.4667,54.3667,82.51,65,40,9.22,scattered clouds
624,Fairview,US,40.8126,-73.999,36.61,49,90,5.75,light snow
625,Tura,IN,25.5198,90.2201,76.8,41,100,2.73,overcast clouds
626,Iqaluit,CA,63.7506,-68.5145,19.36,94,100,9.01,light snow
627,Olafsvik,IS,64.8945,-23.7142,36.14,98,100,13.42,light rain
628,Akdepe,TM,42.0551,59.3788,37.4,31,0,6.69,clear sky
629,Srednekolymsk,RU,67.45,153.6833,-39.33,99,71,5.66,broken clouds
630,San Cristobal,VE,7.7669,-72.225,65.21,89,22,1.43,few clouds
631,Calama,CL,-22.4667,-68.9333,45.09,33,6,13.8,clear sky
632,Pitimbu,BR,-7.4706,-34.8086,77.59,70,92,7.54,overcast clouds
633,Algeciras,ES,36.1333,-5.4505,47.97,61,20,11.5,few clouds
634,Ankara,TR,39.9199,32.8543,52.99,87,75,4.61,light intensity shower rain
635,Asfi,MA,32.2994,-9.2372,59.67,60,100,19.86,overcast clouds
636,Erdenet,MN,49.0333,104.0833,15.33,69,3,5.21,clear sky
637,Kanniyakumari,IN,8.0833,77.5667,82.81,74,100,10.0,overcast clouds
638,Onguday,RU,50.75,86.15,25.63,75,100,1.57,overcast clouds
639,Cerrito,CO,6.8432,-72.694,49.78,87,27,4.25,scattered clouds
640,Bobo Dioulasso,BF,11.1771,-4.2979,73.29,25,100,3.96,overcast clouds
641,Kargasok,RU,59.0556,80.8572,30.2,90,100,16.87,overcast clouds
642,Clyde,US,41.3042,-82.9752,39.61,91,98,11.05,overcast clouds
643,Khabary,RU,53.6259,79.5345,19.08,93,98,12.5,overcast clouds
644,Mitzic,GA,0.7821,11.549,70.52,92,100,1.01,overcast clouds
645,Digby,CA,44.6169,-65.7655,33.31,76,100,18.54,overcast clouds
646,Magadan,RU,59.5667,150.8,11.41,96,100,11.88,light snow
647,Sandovo,RU,58.4602,36.4128,35.33,99,100,9.62,light snow
648,Svelgen,NO,61.7685,5.2955,20.39,65,10,6.51,clear sky
649,Kamenka,RU,51.3223,42.7678,38.62,95,100,10.74,overcast clouds
650,Belen,TR,36.4891,36.2233,48.34,100,75,2.3,mist
651,Kavaratti,IN,10.5669,72.642,82.36,73,100,9.64,overcast clouds
652,Bandarbeyla,SO,9.4942,50.8122,82.69,67,100,19.01,overcast clouds
653,Rosignano Marittimo,IT,43.4079,10.4729,48.33,54,100,23.11,overcast clouds
654,Loreto,MX,22.2667,-101.9667,53.73,60,68,0.47,broken clouds
655,Jiaonan,CN,35.8786,119.9753,55.53,64,100,11.32,overcast clouds
656,Udala,ES,43.0778,-2.5125,43.81,95,100,7.38,light snow
657,Lityn,UA,49.3251,28.0809,37.72,86,90,8.01,overcast clouds
658,Pozo Colorado,PY,-23.4923,-58.7972,74.7,53,33,6.64,scattered clouds
659,Port Hueneme,US,34.1478,-119.1951,58.12,54,1,8.05,clear sky
660,Constantine,DZ,36.365,6.6147,45.45,73,100,10.42,overcast clouds
661,Sal Rei,CV,16.1833,-22.9167,73.96,73,75,14.97,broken clouds
662,Grand-Santi,GF,4.25,-54.3833,71.31,100,68,1.83,broken clouds
663,Kholm,RU,59.2667,32.85,25.07,95,100,7.25,light snow
664,Pemangkat,ID,1.1667,108.9667,82.26,71,100,14.65,light rain
665,Plaster Rock,CA,46.9065,-67.39,21.72,88,100,14.41,overcast clouds
666,Obo,CF,5.3998,26.4869,85.17,36,99,1.43,overcast clouds
667,Anchorage,US,61.2181,-149.9003,-5.76,76,1,0.0,clear sky
668,Husavik,IS,66.0449,-17.3389,28.31,84,100,9.01,overcast clouds
669,Murupara,NZ,-38.4667,176.7,64.02,70,100,1.54,overcast clouds
670,Honiara,SB,-9.4333,159.95,81.95,83,96,4.38,overcast clouds
671,Barao De Melgaco,BR,-16.1944,-55.9675,79.32,89,68,4.76,broken clouds
672,Lashio,MM,22.9333,97.75,77.61,50,5,3.09,clear sky
673,Boueni,YT,-12.9025,45.0761,84.18,80,18,7.25,moderate rain
674,Witu,KE,-2.3889,40.4382,87.96,65,34,2.98,light rain
675,Talcahuano,CL,-36.7167,-73.1167,49.68,81,0,3.44,clear sky
676,Atbasar,KZ,51.8,68.3333,13.69,77,4,5.01,clear sky
677,Vao,NC,-22.6667,167.4833,75.31,87,28,17.96,scattered clouds
678,Santa Lucia,ES,27.9117,-15.5407,56.52,72,75,16.11,broken clouds
